id,buggy_code,fixed_code,commit_message,commit_url,date
369,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 369","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 369",Improved readability with proper indentation,https://github.com/open-source-repo/commit/54c8129d3d4f4f5268bc3b06ff12b4f7648589a1,2024-07-14
370,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 370","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 370",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/0c2d11f029710b3dd09c2e1cbde2bac9e9045932,2025-07-05
371,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 371","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 371",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/a0b4447acd6fbf4b5212b79f8f6e919adc184d8b,2025-07-03
372,"while True
    do_something()
# Sample ID: 372","while True:
    do_something()
# Sample ID: 372",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/642667b414b399a62259dc0ce5878ad51b15e8cd,2024-08-05
373,"x = [1, 2, 3]
print x
# Sample ID: 373","x = [1, 2, 3]
print(x)
# Sample ID: 373",Minor syntax corrections,https://github.com/open-source-repo/commit/8eb4c0949eb0c10ba4ef1c55f9d6dec12253be3f,2025-03-11
374,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 374","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 374",Minor syntax corrections,https://github.com/open-source-repo/commit/44886efdf5c21c591af6fe7e4ab297ac381ecaf2,2025-02-13
375,"while True
    do_something()
# Sample ID: 375","while True:
    do_something()
# Sample ID: 375",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/82926f84a507d1b2cee62e33863215e875aeb477,2024-03-27
376,"if x = 5:
    print('x is 5')
# Sample ID: 376","if x == 5:
    print('x is 5')
# Sample ID: 376",Added missing parentheses for print function,https://github.com/open-source-repo/commit/e2e06e9927d4427e85e5e2b1cdf5cc228fcb1a4e,2024-06-03
377,"while True
    do_something()
# Sample ID: 377","while True:
    do_something()
# Sample ID: 377",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/7daf9d4f28df364a48c2bb177ec52b18b9ff06f8,2024-09-06
378,"x = [1, 2, 3]
print x
# Sample ID: 378","x = [1, 2, 3]
print(x)
# Sample ID: 378",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/bb8b561edf5141e63c3e8f2f25194058ef98338b,2024-09-06
379,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 379","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 379",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/73ee0d8feb9e733e765545f5c90759c04cf0f916,2025-06-06
380,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 380","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 380",Minor syntax corrections,https://github.com/open-source-repo/commit/00982022c8e619b921f9315a943450e83af90abf,2023-08-14
381,"for i in range(10):
print(i)
# Sample ID: 381","for i in range(10):
    print(i)
# Sample ID: 381",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/59a227b8da9019761c3cf4c579fbe7b0f75c7ee2,2025-05-25
382,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 382","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 382",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/542f81ffc6d3e398eca236393eeff7bc22511ffb,2024-12-17
383,"def foo()
    print('Missing colon in function definition')
# Sample ID: 383","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 383",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/6b705c36e5861bc6bcc01368bfa45982fb434221,2024-05-26
384,"while True
    do_something()
# Sample ID: 384","while True:
    do_something()
# Sample ID: 384",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/454bffae52f77d3d28d4ca941a8ea9a4c8c4712d,2025-04-23
385,"def foo()
    print('Missing colon in function definition')
# Sample ID: 385","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 385",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/1be77bf316006a1d7b07bbe8a5db3a6f61f48a92,2024-11-01
386,"def foo()
    print('Missing colon in function definition')
# Sample ID: 386","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 386",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/0c1b2a266bfcdde32a39996a71234eb437cea00b,2023-09-11
387,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 387","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 387",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/729d6bf3b91afc543afb00ee81d22ee4d5936825,2024-07-28
388,"def add(a, b)
    return a + b
# Sample ID: 388","def add(a, b):
    return a + b
# Sample ID: 388",Updated function definition to include colon,https://github.com/open-source-repo/commit/58f81e6af16dacb38b7e32db4691a998c5ff0dec,2025-07-16
389,"for i in range(10):
print(i)
# Sample ID: 389","for i in range(10):
    print(i)
# Sample ID: 389",Updated function definition to include colon,https://github.com/open-source-repo/commit/fcc5a8a38c104da3db4a5ef3949883817bb1e1fb,2025-04-08
390,"while True
    do_something()
# Sample ID: 390","while True:
    do_something()
# Sample ID: 390",Improved readability with proper indentation,https://github.com/open-source-repo/commit/2fd59c52d1766e3b658e64d329da44f95fdf42f8,2024-02-05
391,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 391","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 391",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/b7e304e20531398742e180e345879098eb65733f,2024-06-02
392,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 392","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 392",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/2ca968a2b443633a3ebedd1092da71d433e56c31,2023-11-08
393,"while True
    do_something()
# Sample ID: 393","while True:
    do_something()
# Sample ID: 393",Minor syntax corrections,https://github.com/open-source-repo/commit/05fd51f11d95d286606414fb34077266f3978e55,2025-02-03
394,"x = [1, 2, 3]
print x
# Sample ID: 394","x = [1, 2, 3]
print(x)
# Sample ID: 394",Improved readability with proper indentation,https://github.com/open-source-repo/commit/33bb685fbd7b8ffa242b3f113a9fd2827a149af9,2024-04-02
395,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 395","def greet(name):
    print('Hello, ' + name)
# Sample ID: 395",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/adf35c9841ade3e2380fc1464df6c98ba7033072,2023-09-11
396,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 396","def greet(name):
    print('Hello, ' + name)
# Sample ID: 396",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/43bef3f7ba318b2fc37f0b32355df69143316af8,2024-08-24
397,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 397","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 397",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/6c2099ffeb632a1a10796aec0eadedebcfaa7928,2024-09-05
398,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 398","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 398",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/a815a0a2c7c1d7d060479f2937d7d99d514903f8,2024-03-25
399,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 399","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 399",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/c420c0b077bf68f69f69c114c1d3012c03ed4db5,2024-12-15
400,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 400","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 400",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/b1a39bf7531fbc378b56f6d9c45bc2ef50ec9bf8,2024-05-09
401,"x = [1, 2, 3]
print x
# Sample ID: 401","x = [1, 2, 3]
print(x)
# Sample ID: 401",Fixed bug in recursive function call,https://github.com/open-source-repo/commit/649027d350bef7c4345c6714f2d34eaaafe54cc5,2024-12-12
402,"def foo()
    print('Missing colon in function definition')
# Sample ID: 402","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 402",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/f9bcc67ad3e1b993ce256f8ecdd06773e3f5dd7f,2023-08-26
403,"def foo()
    print('Missing colon in function definition')
# Sample ID: 403","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 403",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/83a6607abaaf415a88bb27b31e3b9f508c376d81,2024-05-09
404,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 404","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 404",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/b4f04dd132c790f17e8899360ac12cb9ccd67a6d,2025-06-05
405,"def factorial(n):
    if n == 1
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 405","def factorial(n):
    if n == 1:
        return 1
    else:
        return n * factorial(n-1)
# Sample ID: 405",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/1849ae7b8d9d2a399c2601e136184ff98b6b2174,2023-12-29
406,"for i in range(10):
print(i)
# Sample ID: 406","for i in range(10):
    print(i)
# Sample ID: 406",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/b15056683ded608faf3e4d90d07b0c6929d892d6,2024-11-12
407,"if x = 5:
    print('x is 5')
# Sample ID: 407","if x == 5:
    print('x is 5')
# Sample ID: 407",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/889771d84283546badc711cb9ff01517c858d361,2024-07-25
408,"if x = 5:
    print('x is 5')
# Sample ID: 408","if x == 5:
    print('x is 5')
# Sample ID: 408",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/9b037433e329b69de283b2ce535dc921ffcf033d,2024-09-13
409,"def add(a, b)
    return a + b
# Sample ID: 409","def add(a, b):
    return a + b
# Sample ID: 409",Corrected conditional operator mistake,https://github.com/open-source-repo/commit/e6c1aa80d46c09eb291ffb34b4f335ceb3e17a6d,2025-03-08
410,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 410","def greet(name):
    print('Hello, ' + name)
# Sample ID: 410",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/9aa78b217c2c45f80c54ce20f479ee923ad9d84e,2024-03-06
411,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 411","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 411",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/44afe0893f5f591e773451ced3d5e4d89e37fd92,2024-08-09
412,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 412","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 412",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/5ee791ce0595ab5deabc3a5083bafd02a910743b,2025-02-16
413,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 413","def greet(name):
    print('Hello, ' + name)
# Sample ID: 413",Added missing parentheses for print function,https://github.com/open-source-repo/commit/37e97056f1821083aaafdf641f5e18eb878f216b,2025-05-28
414,"list = [1, 2, 3, 4]
for i in list
    print(i)
# Sample ID: 414","lst = [1, 2, 3, 4]
for i in lst:
    print(i)
# Sample ID: 414",Added missing parentheses for print function,https://github.com/open-source-repo/commit/fc2dfe815a8e24321ec66a28c7dd3c947dc37912,2023-10-26
415,"def add(a, b)
    return a + b
# Sample ID: 415","def add(a, b):
    return a + b
# Sample ID: 415",Improved readability with proper indentation,https://github.com/open-source-repo/commit/1e881c51ff2659c66f3b0cfb3680f8e6bbdc2816,2024-02-07
416,"while True
    do_something()
# Sample ID: 416","while True:
    do_something()
# Sample ID: 416",Improved readability with proper indentation,https://github.com/open-source-repo/commit/4c1520b6f50ecaa352a9480efb744b6fa0fa8957,2024-11-10
417,"def foo()
    print('Missing colon in function definition')
# Sample ID: 417","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 417",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/4f41bf5295e790d5e684745a952190df38d66c96,2024-09-29
418,"if (a > b):
    print('a is greater')
else
    print('b is greater')
# Sample ID: 418","if (a > b):
    print('a is greater')
else:
    print('b is greater')
# Sample ID: 418",Fixed syntax error due to missing colon,https://github.com/open-source-repo/commit/005791e43098f49f4ca952ceec22da22021c5e30,2023-08-17
419,"while True
    do_something()
# Sample ID: 419","while True:
    do_something()
# Sample ID: 419",Indentation fixed for proper code block,https://github.com/open-source-repo/commit/6a3d9db9e2fc4710133398b4250abfa0a1f25d32,2025-01-28
420,"def foo()
    print('Missing colon in function definition')
# Sample ID: 420","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 420",Resolved off-by-one error in loop,https://github.com/open-source-repo/commit/784f675500b9f759a59ff122507ffb6c4b4ee3db,2023-12-23
421,"def greet(name):
    print('Hello, ' + name)
# Sample ID: 421","def greet(name):
    print('Hello, ' + name)
# Sample ID: 421",Refactored variable naming for clarity,https://github.com/open-source-repo/commit/62437f17c249822eb4067600fd09085d143616da,2023-09-29
422,"for i in range(10):
print(i)
# Sample ID: 422","for i in range(10):
    print(i)
# Sample ID: 422",Minor syntax corrections,https://github.com/open-source-repo/commit/70cfb4236b3c0f188640f00a56db7cccf75ab9c7,2024-12-20
423,"def foo()
    print('Missing colon in function definition')
# Sample ID: 423","def foo():
    print('Fixed missing colon in function definition')
# Sample ID: 423",Improved readability with proper indentation,https://github.com/open-source-repo/commit/1a4fdd19cd588994dd77d70c7411219b7c9fd0b0,2025-07-05
424,"for i in range(10):
print(i)
# Sample ID: 424","for i in range(10):
    print(i)
# Sample ID: 424",Minor syntax corrections,https://github.com/open-source-repo/commit/4c57da7560716782c5f9fd59e8a9016af902927e,2025-05-14
425,"def add(a, b)
    return a + b
# Sample ID: 425","def add(a, b):
    return a + b
# Sample ID: 425",Added missing parentheses for print function,https://github.com/open-source-repo/commit/7d4e6d60d92627a5e7876cda3eede17ad17d6d5e,2025-03-31
